id,resourceType,title,description,startDate,endDate,lat,lon,documentType,author,Evacuated,Homeless,Injuries,Deaths,Insured Cost,Train(s) damaged,Train(s) destroyed,Home(s) damaged,Home(s) destroyed,Building(s) damaged,Building(s) destroyed,Ind Premises destroyed,Com Premises damaged,Com Premises destroyed,Bridge(s) damaged,Bridge(s) destroyed,Aircraft damaged,Aircraft destroyed,Motor Vehicle(s) damaged,Motor Vehicle(s) destroyed,Water vessel(s) damaged,Water vessel(s) destroyed,Business(es) damaged,Business(es) destroyed,Farm(s) damaged,Farm(s) destroyed,Crop(s) destroyed,Livestock destroyed,Government assistance,regions,subjects,url,resourceUrl
31,Disaster Event,Cyclone - Mackay 1918,"On 20 January a cyclone with wind gusts estimated at 195 km per hour hit Mackay. Thirty people were killed in Mackay and Rockhampton. In Rockhampton 1400 homes were damaged by the subsequent flooding of the Fitzroy River.  A storm surge created waves of up to 2.7 m which broke in the centre of the town. The cyclone generated rainfall of 1141 mm over three days which flooded the Pioneer River. Further south, the Fitzroy River at Rockhampton peaked at 9.3 m where on 23 January six people drowned. The news of the disaster did not reach the outside world for five days due to the breakdown of available communication links.",1/20/1918 0:00,1/22/1918 0:00,-21.17188644,149.2073364,,,,,,30,,,,,,1400,,,,,,,,,,,,,,,,,,,,Queensland,,http://www.emknowledge.gov.au/resource/?id=31,
32,Disaster Event,"Severe Storm - Hunter Valley, Tablelands and Southern Highlands","On 23 June 1998, severe storms with gale force winds affected the Northern tablelands and Hunter Valley regions of Sydney, causing damage to properties and infrastructure. Fallen power lines created a power outage for over 7000 homes and demand for power reached record levels on the night of 23 June.  The State Emergency Service reported that across the State more than 2000 requests for assistance had been received; almost 1800 of which were received from the Hunter Valley. The worst affected areas were Lake Macquarie, Maitland, Newcastle and Port Stephens.  One woman drowned in flooded waters at Crookwell.  The Insurance Council of Australia estimated the 1998 damage at $12 million, with the 2011 estimated normalised cost of $39 million.&lt;",6/23/1998 0:00,6/24/1998 0:00,-32.7326355,151.5579376,,,,,,1,12000000,,,,,,,,,,,,,,,,,,,,,,,,,New South Wales,,http://www.emknowledge.gov.au/resource/?id=32,
33,Disaster Event,"Complex Emergencies - Iron Crown, War Time Sinking","On 4 June 1942 the Iron Crown, a steel single screw steamship ore carrier, quickly sank after being struck on the port side by a torpedo from a Japanese submarine, in an act of war. The vessel was located 44 nautical miles off Gabo Island.  Only five crew survived, the remaining 37 died.",6/4/1942 0:00,6/4/1942 0:00,-37.57271194,149.9047546,,,,,5,37,,,,,,,,,,,,,,,,,,1,,,,,,,,Victoria,,http://www.emknowledge.gov.au/resource/?id=33,
34,Disaster Event,Hail - Western Sydney,"On 18 March 1990, a hailstorm spread from Camden south-west of Sydney to Narrabeen Beach on Sydney's northern region. The hail measured up to 8 cm and caused severe damage to approximately 14,000 homes and businesses and 9000 motor vehicles. Winds reached 109 km per hour at Bankstown. Nine kilometres of power lines were brought down and roads were closed from flash flooding. The State Emergency Service received more than 3500 calls for help in the first two days after the storm with assistance being provided to approximately 2000 homes. Twenty-five people sustained serious injury.  The Insurance Council of Australia estimated the 1999 damage at $319 million, with the 2011 estimated normalised cost of $1297 million.",3/18/1990 0:00,3/18/1990 0:00,-33.91615677,151.0357513,,,,100,25,,319000000,,,,,1400,,,,,,,,,9000,,,,,,,,,,,New South Wales,,http://www.emknowledge.gov.au/resource/?id=34,
35,Disaster Event,Severe Storm - Sydney Jan 1937,"On 25 January 1937 a severe storm developed near Castle Hill and moved south-east causing damage in the areas of Ryde, Rydalmere, Homebush, Concord, Strathfield, Burwood, Marrickville, Mascot and Botany Bay. Four people died and many were injured as a result of this storm.",1/25/1937 0:00,1/25/1937 0:00,-33.8731575,151.2069397,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,New South Wales,,http://www.emknowledge.gov.au/resource/?id=35,
36,Disaster Event,Bushfire - Dandenong Ranges and Mornington Peninsula,"On 19 January 1997, temperatures soared above 40 &deg;C and northerly winds were gusting at 70 km per hour contributing to two damaging bushfires near Melbourne. The fires in Mt Eliza burnt two homes and evacuations were required at Mt Martha, Arthur's Seat and the Mornington Peninsula. Approximately 250 bushfires burnt areas of Victoria on 21 January, a 41.2 &deg;C day. The worst affected areas were Ferny Creek, Upwey and Kalorama in the Dandenong Ranges where it took 1,500 firefighters and six water-bombing aircraft to control the 3,700 ha forest blaze. In addition to the two houses at Mt Eliza, 41 houses were destroyed and 45 damaged in the Dandenongs. Three people died (at Ferny Creek) and approximately 40 were injured throughout the State.  The Insurance Council of Australia estimated the 1997 damage at $10 million, with the 2011 estimated normalised cost of $29 million.",1/19/1997 0:00,1/21/1997 0:00,-37.88122559,145.3422699,,,800,,40,3,29000000,,,45,43,,,,,,,,,,,,,,,,,,,,,Victoria,,http://www.emknowledge.gov.au/resource/?id=36,
37,Disaster Event,Shipwreck - Frisk,"The Frisk was a wooden two mast brig. It embarked on 25 January 1853, en route from Liverpool to Melbourne. It wrecked off Point Nepean when trying to enter Port Phillip Heads without a pilot 28 May 1853. Five people drowned and there were five survivors.  Marmion wrecked one hour earlier in the same vicinity.",28/05/1853 00:00:00,28/05/1853 00:00:00,-38.29532623,144.6224823,,,,,,5,,,,,,,,,,,,,,,,,,1,,,,,,,,Victoria,,http://www.emknowledge.gov.au/resource/?id=37,
38,Disaster Event,Shipwreck - Vixen,"The schooner Vixen was on voyage from Brisbane to Newcastle, carrying a cargo of timber. On 1 September the ship was lost and five crew members died.",01/09/1847 00:00:00,01/09/1847 00:00:00,-29.33429718,153.3691406,,,,,,5,,,,,,,,,,,,,,,,,,1,,,,,,,,Queensland,,http://www.emknowledge.gov.au/resource/?id=38,
39,Disaster Event,Shipwreck - Rembrandt,"On 10 April 1860 the Rembrandt, a wooden barque, left Newcastle and met westerly gales that carried away most of her sail. It was also swamped by huge waves resulting in several major leaks. Six days later the boat began to settle and sank off Ninety Mile Beach in eastern Victoria on the Gippsland coast. Ten people drowned.",18/04/1860 00:00:00,18/04/1860 00:00:00,-38.2122879,147.4447632,,,,,,10,,,,,,,,,,,,,,,,,,1,,,,,,,,Victoria,,http://www.emknowledge.gov.au/resource/?id=39,
40,Disaster Event,Transport - Brooklyn Train Collision,"On 6 May 1990, a Sydney-bound commuter train travelling from Newcastle crashed into the rear of a stalled chartered steam train. The 3801 locomotive, also bound for Sydney, had stopped on a rise from the Hawkesbury River and was building up steam to get up the grade (Cowan Bank) when the Sydney bound train emerged from the Boronia tunnel near Brooklyn and collided with the 3801.  The accident happened 5 km south of the Brooklyn Bridge, between the Hawkesbury River and the town of Cowan. A total of 93 people were injured and six people died. The front of the four-carriage Sydney train was derailed in the accident.  An interim ban was placed on the use of steam locomotives on the New South Wales railway system.  A Coronial inquiry found that a railway signal fault occurred due to sand being dumped on the rail by the driver of 3801 to provide traction when the train went into a violent wheel-spin as it approached the Boronia tunnel. A handbrake in one of the steam train's carriages may have been partially applied, the inquiry found, to cause the train to slow down. Just outside the tunnel, the driver opened the valve to full throttle and the steam train pulled to a complete stop and more sand was applied to the rails.  While the 3801 was attempting to climb the hill, the Sydney - Newcastle train was stopped at a red signal on the other side of the tunnel. The lights apparently fluctuated from red to green seemingly because of sand on the rails. When the lights stayed permanently on the green the urban train moved forward through the tunnel, when the crash with 3801 occurred. The force of the impact destroyed the last carriage of the historic train and demolished the front carriage of the Sydney train.  Those involved in the incident were cleared of blame, however, it was said that although the signals had tested satisfactorily, the sand applied to the line by 3801 may have caused them to malfunction on the day.",5/6/1990 0:00,5/6/1990 0:00,-33.54511642,151.2256012,,,,,93,6,,,2,,,,,,,,,,,,,,,,,,,,,,,New South Wales,,http://www.emknowledge.gov.au/resource/?id=40,
41,Disaster Event,Cyclone Winifred,"Tropical Cyclone Winifred registered as a category three cyclone and recorded wind gusts up to 175 km per hour, near Cowley Beach south of Innisfail. Damage and disruption extended from north of Cairns to Cardwell and inland on a narrow front to Ravenshoe. The areas that suffered flooding were between Babinda and Tully.  The tide gauge at Clump Point recorded a storm surge of 1.6 m, wave run-up on beaches was approximately 2 m above the astronomical tide. Significant 24 hour rainfalls during the period were Topaz 304 mm, Ravenshoe 373 mm, Tully 212 mm, lnnisfail 221 mm and Babinda 251 mm. There were three deaths.  The Insurance Council of Australia estimated the 1986 damage at $40 million, with the 2011 estimated normalised cost of $205 million.",1/27/1986 0:00,2/5/1986 0:00,-17.69570732,146.1140442,,,,,,3,40000000,,,,,1500,,,,,,,,,,,,12,,,,,,,,Queensland,,http://www.emknowledge.gov.au/resource/?id=41,
42,Disaster Event,Cyclone Mahina,On 4 March 1899 a category five cyclone hit Bathurst Bay with winds reaching 260 km per hour. A tsunami of 14.6 m swept inland for 5 km.  A wave surge measuring 13 m at Ninian Bay adjacent to Barrow Point 30 km south of Bathurst Bay extended inland for 3-5 km. The pearling fleet was damaged with 400 people losing their lives.,04/03/1899 00:00:00,10/03/1899 00:00:00,-14.1152668,144.3383789,,,,,,400,,,,,,,,,,,,,,,,,,55,,,,,,,,Queensland,,http://www.emknowledge.gov.au/resource/?id=42,
43,Disaster Event,Epidemic - Melbourne Food Poisoning 2002,"In late March 2002 a large outbreak of food poisoning was reported in Melbourne. More than 272 people sought medical care, with 15 being admitted to hospital. The onset of gastroenteritis was within one to four hours after consumption of a meal of rice, lamb and potatoes served at a New Year festival. The cause of the outbreak was believed to be inadequate storage and handling of leftover food.",3/25/2002 0:00,3/25/2002 0:00,-37.81324387,144.9628906,,,,,272,,,,,,,,,,,,,,,,,,,,,,,,,,,Victoria,,http://www.emknowledge.gov.au/resource/?id=43,
44,Disaster Event,Transport - Hot Air Balloon Crash,"At dawn on 13 August 1989, five hot air balloons were operating tourist flights approximately 25 km south of Alice Springs. Two of the hot air balloons, VH-WMS and VH-NMS, collided as VH-WMS descended and VH-NMS ascended. The envelope of the ascending VH-NMS struck the basket of the other hot air balloon, and a hole was torn in the fabric panels and seams. This caused VH-NMS to descend as hot air escaped and the envelope deflated rapidly. The basket then plummeted to the ground, killing its driver and the 12 passengers on board.",8/13/1989 0:00,8/13/1989 0:00,-23.905299,133.905144,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,Northern Territory,,http://www.emknowledge.gov.au/resource/?id=44,
